packageid,title,keyword
edi.1050.1,"Common Raven (Corvus corax) Occupancy Survey and Habitat Selection Data in Cliff Habitat of the Central Appalachian Region, USA, 2009-2010","Time to detection"
edi.1050.1,"Common Raven (Corvus corax) Occupancy Survey and Habitat Selection Data in Cliff Habitat of the Central Appalachian Region, USA, 2009-2010","Time to event"
edi.1051.1,"Northeastern Mountain Ponds Geochemistry Compilation 1978-2019","Mountain Ponds"
edi.1051.1,"Northeastern Mountain Ponds Geochemistry Compilation 1978-2019","geochemistry"
edi.1051.1,"Northeastern Mountain Ponds Geochemistry Compilation 1978-2019","Appalachia"
edi.1051.1,"Northeastern Mountain Ponds Geochemistry Compilation 1978-2019","Acidification"
edi.1051.1,"Northeastern Mountain Ponds Geochemistry Compilation 1978-2019","Dissolved Organic Carbon"
edi.1051.1,"Northeastern Mountain Ponds Geochemistry Compilation 1978-2019","high elevation lakes"
edi.1051.1,"Northeastern Mountain Ponds Geochemistry Compilation 1978-2019","Northeastern US"
edi.1051.1,"Northeastern Mountain Ponds Geochemistry Compilation 1978-2019","water chemistry"
edi.1052.1,"A hurricane alters the relationship between mangrove cover and marine subsidies in Texas, USA: 2014-2019","Hurricane"
edi.1052.1,"A hurricane alters the relationship between mangrove cover and marine subsidies in Texas, USA: 2014-2019","allochthonous inputs"
edi.1052.1,"A hurricane alters the relationship between mangrove cover and marine subsidies in Texas, USA: 2014-2019","habitat permeability"
edi.1052.1,"A hurricane alters the relationship between mangrove cover and marine subsidies in Texas, USA: 2014-2019","woody encroachment"
edi.1052.1,"A hurricane alters the relationship between mangrove cover and marine subsidies in Texas, USA: 2014-2019","wrack subsidies"
edi.1052.1,"A hurricane alters the relationship between mangrove cover and marine subsidies in Texas, USA: 2014-2019","climate change"
edi.1052.1,"A hurricane alters the relationship between mangrove cover and marine subsidies in Texas, USA: 2014-2019","food webs"
edi.1053.1,"Knights Landing, California Department of Fish and Wildlife, Genetic Determination of Population of Origin 2017 through 2019","Genetic stock identification"
edi.1053.1,"Knights Landing, California Department of Fish and Wildlife, Genetic Determination of Population of Origin 2017 through 2019","Population assignment"
edi.1053.1,"Knights Landing, California Department of Fish and Wildlife, Genetic Determination of Population of Origin 2017 through 2019","Chinook Salmon"
edi.1053.1,"Knights Landing, California Department of Fish and Wildlife, Genetic Determination of Population of Origin 2017 through 2019","Evolutionary Significant Units"
edi.1053.1,"Knights Landing, California Department of Fish and Wildlife, Genetic Determination of Population of Origin 2017 through 2019","Population genetics"
edi.1053.1,"Knights Landing, California Department of Fish and Wildlife, Genetic Determination of Population of Origin 2017 through 2019","Single nucleotide polymorphisms"
edi.1054.1,"Sacramento trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Genetic stock identification"
edi.1054.1,"Sacramento trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Population assignment"
edi.1054.1,"Sacramento trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Chinook Salmon"
edi.1054.1,"Sacramento trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Evolutionary Significant Units"
edi.1054.1,"Sacramento trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Population genetics"
edi.1054.1,"Sacramento trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Single nucleotide polymorphisms"
edi.1055.1,"Chipps Island trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Genetic stock identification"
edi.1055.1,"Chipps Island trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Population assignment"
edi.1055.1,"Chipps Island trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Chinook Salmon"
edi.1055.1,"Chipps Island trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Evolutionary Significant Units"
edi.1055.1,"Chipps Island trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Population genetics"
edi.1055.1,"Chipps Island trawl, Delta Juvenile Fish Monitoring Program, Genetic Determination of Population of Origin 2017-2021","Single nucleotide polymorphisms"
edi.1056.1,"State Water Project, Genetic Determination of Population of Origin 2011-2021","Genetic stock identification"
edi.1056.1,"State Water Project, Genetic Determination of Population of Origin 2011-2021","Population assignment"
edi.1056.1,"State Water Project, Genetic Determination of Population of Origin 2011-2021","Chinook Salmon"
edi.1056.1,"State Water Project, Genetic Determination of Population of Origin 2011-2021","Evolutionary Significant Units"
edi.1056.1,"State Water Project, Genetic Determination of Population of Origin 2011-2021","Population genetics"
edi.1056.1,"State Water Project, Genetic Determination of Population of Origin 2011-2021","Single nucleotide polymorphisms"
edi.1057.1,"Surface and bottom hourly water temperature from the San Francisco Estuary, 2012-2019","California Data Exchange Center, CDEC"
edi.1057.1,"Surface and bottom hourly water temperature from the San Francisco Estuary, 2012-2019","San Francisco Estuary"
edi.1057.1,"Surface and bottom hourly water temperature from the San Francisco Estuary, 2012-2019","Sacramento-San Joaquin Delta"
edi.1057.1,"Surface and bottom hourly water temperature from the San Francisco Estuary, 2012-2019","California Department of Water Resources"
edi.1057.1,"Surface and bottom hourly water temperature from the San Francisco Estuary, 2012-2019","Continuous Environmental Monitoring"
edi.1057.1,"Surface and bottom hourly water temperature from the San Francisco Estuary, 2012-2019","estuaries"
edi.1057.1,"Surface and bottom hourly water temperature from the San Francisco Estuary, 2012-2019","water"
edi.1057.1,"Surface and bottom hourly water temperature from the San Francisco Estuary, 2012-2019","water quality"
edi.1057.1,"Surface and bottom hourly water temperature from the San Francisco Estuary, 2012-2019","long term monitoring"
edi.1057.1,"Surface and bottom hourly water temperature from the San Francisco Estuary, 2012-2019","climate change"
edi.1058.2,"Dissolved N2O measurements from the Connecticut River Watershed","nitrous oxide"
edi.1058.2,"Dissolved N2O measurements from the Connecticut River Watershed","streams"
edi.1058.2,"Dissolved N2O measurements from the Connecticut River Watershed","rivers"
edi.1058.2,"Dissolved N2O measurements from the Connecticut River Watershed","watersheds"
edi.1058.2,"Dissolved N2O measurements from the Connecticut River Watershed","disturbance"
edi.1059.1,"The Jefferson Project 2017 water quality data from two vertical profiler stations in Lake George, NY, USA.","Lake George"
edi.1059.1,"The Jefferson Project 2017 water quality data from two vertical profiler stations in Lake George, NY, USA.","Jefferson Project"
edi.1059.1,"The Jefferson Project 2017 water quality data from two vertical profiler stations in Lake George, NY, USA.","JeffProjLGN43W37"
edi.1059.1,"The Jefferson Project 2017 water quality data from two vertical profiler stations in Lake George, NY, USA.","Sensor Network"
edi.1059.1,"The Jefferson Project 2017 water quality data from two vertical profiler stations in Lake George, NY, USA.","High-Frequency data"
edi.1059.1,"The Jefferson Project 2017 water quality data from two vertical profiler stations in Lake George, NY, USA.","Water quality"
edi.1059.1,"The Jefferson Project 2017 water quality data from two vertical profiler stations in Lake George, NY, USA.","Stream ecology"
edi.1059.1,"The Jefferson Project 2017 water quality data from two vertical profiler stations in Lake George, NY, USA.","Hydrology"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","SRS Corridor"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","butterflies"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","habitat corridors"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","population genetics"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","genetic variation"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","conservation biology"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","ecological genetics"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","genetic loci"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","genetic structures"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","gene flow"
edi.106.1,"Effects of Corridors on Genetics of a Butterfly in a Landscape Experiment","habitat conservation"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","Lake George"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","Jefferson Project"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","JeffProjLGN43W37"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","Sensor Network"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","High-Frequency data"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","Atmospheric properties"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","Air quality"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","Climate"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","Precipitation"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","Weather"
edi.1060.1,"The Jefferson Project 2017 weather data from seven surface weather stations on Lake George, NY, USA.","Wind"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","Carey Lab"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","greenhouse gas"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","Virginia Tech"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","Stream Team"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","Western Virginia Water Authority"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","Falling Creek Reservoir"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","reservoir"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","lake"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","methane"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","carbon dioxide"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","lakes"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","gas flux"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","heat flux"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","eddy covariance"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","fluxes"
edi.1061.1,"Time series of carbon dioxide and methane fluxes measured with eddy covariance for Falling Creek Reservoir in southwestern Virginia, USA during 2020-2022","meteorology"
edi.1062.1,"Stream Restoration and Flood Impacts in the Kickapoo River Watershed, Wisconsin, 2019","biogeochemistry"
edi.1062.1,"Stream Restoration and Flood Impacts in the Kickapoo River Watershed, Wisconsin, 2019","disturbance"
edi.1062.1,"Stream Restoration and Flood Impacts in the Kickapoo River Watershed, Wisconsin, 2019","ecology"
edi.1062.1,"Stream Restoration and Flood Impacts in the Kickapoo River Watershed, Wisconsin, 2019","freshwater"
edi.1062.1,"Stream Restoration and Flood Impacts in the Kickapoo River Watershed, Wisconsin, 2019","gases"
edi.1062.1,"Stream Restoration and Flood Impacts in the Kickapoo River Watershed, Wisconsin, 2019","geomorphology"
edi.1062.1,"Stream Restoration and Flood Impacts in the Kickapoo River Watershed, Wisconsin, 2019","restoration"
edi.1062.1,"Stream Restoration and Flood Impacts in the Kickapoo River Watershed, Wisconsin, 2019","sediments"
edi.1062.1,"Stream Restoration and Flood Impacts in the Kickapoo River Watershed, Wisconsin, 2019","streams"
edi.1063.1,"Microclimatic data trials for various fabrics","microclimate"
edi.1063.1,"Microclimatic data trials for various fabrics","shelter"
edi.1063.1,"Microclimatic data trials for various fabrics","fabric"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","oak"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","Quercus"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","masting"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","acorn"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","super-producers"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","growth-reproduction trade-off"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","intraspecific variation"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","Vinton Furnace Experimental Forest"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","Zaleski"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","Ohio"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","silviculture"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","thinning"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","seed production"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","dendrochronology"
edi.1064.1,"Data and R code for “Individual-level variation in reproductive effort in chestnut oak (Quercus montana Willd.) and black oak (Q. velutina Lam.)”, Forest Ecology and Management, 2022","tree ring"
edi.1065.2,"Entomological identification of the cadaver fauna of wolf and lynx carcasses in Germany between 2014-2021","Forensic entomology"
edi.1065.2,"Entomological identification of the cadaver fauna of wolf and lynx carcasses in Germany between 2014-2021","Carrion insects"
edi.1065.2,"Entomological identification of the cadaver fauna of wolf and lynx carcasses in Germany between 2014-2021","Species conservation"
edi.1065.2,"Entomological identification of the cadaver fauna of wolf and lynx carcasses in Germany between 2014-2021","Central Europe"
edi.1065.2,"Entomological identification of the cadaver fauna of wolf and lynx carcasses in Germany between 2014-2021","Loss of Biodiversity"
edi.1065.2,"Entomological identification of the cadaver fauna of wolf and lynx carcasses in Germany between 2014-2021","Red-listed species"
edi.1065.2,"Entomological identification of the cadaver fauna of wolf and lynx carcasses in Germany between 2014-2021","Cadaver fauna"
edi.1065.2,"Entomological identification of the cadaver fauna of wolf and lynx carcasses in Germany between 2014-2021","Decomposition stages"
edi.1065.2,"Entomological identification of the cadaver fauna of wolf and lynx carcasses in Germany between 2014-2021","Veterinary pathology"
edi.1065.2,"Entomological identification of the cadaver fauna of wolf and lynx carcasses in Germany between 2014-2021","Germany"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","inorganic nutrients"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","disturbance patterns"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","ecosystems"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","forests"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","watersheds"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","HBR"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","Hubbard Brook LTER"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","Hubbard Brook Experimental Forest"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","Hubbard Brook Ecosystem Study"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","HBES"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","HBEF"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","New Hampshire"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","NH"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","Ecology, Ecosystems, & Environment"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","bulk nitrogen deposition"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","LTER"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","atmospheric pollution"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","throughfall"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","watersheds"
edi.1066.1,"International Long-Term Ecological Research Network (ILTER) Atmospheric Deposition and Stream Nitrogen Synthesis","water quality"
edi.1067.1,"High-frequency sensor data collected by Stroud Water Research Center in a recovery reach of White Clay Creek site ID WCC017 from April through December 2018","streams"
edi.1067.1,"High-frequency sensor data collected by Stroud Water Research Center in a recovery reach of White Clay Creek site ID WCC017 from April through December 2018","aquatic ecosystems"
edi.1067.1,"High-frequency sensor data collected by Stroud Water Research Center in a recovery reach of White Clay Creek site ID WCC017 from April through December 2018","biogeochemistry"
edi.1067.1,"High-frequency sensor data collected by Stroud Water Research Center in a recovery reach of White Clay Creek site ID WCC017 from April through December 2018","stream ecology"
edi.1067.1,"High-frequency sensor data collected by Stroud Water Research Center in a recovery reach of White Clay Creek site ID WCC017 from April through December 2018","White Clay Creek"
edi.1067.1,"High-frequency sensor data collected by Stroud Water Research Center in a recovery reach of White Clay Creek site ID WCC017 from April through December 2018","Stroud Water Research Center"
edi.1067.1,"High-frequency sensor data collected by Stroud Water Research Center in a recovery reach of White Clay Creek site ID WCC017 from April through December 2018","time series"
edi.1067.1,"High-frequency sensor data collected by Stroud Water Research Center in a recovery reach of White Clay Creek site ID WCC017 from April through December 2018","high-frequency"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","Carey Lab"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","Virginia Tech"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","fDOM"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","dissolved organic matter"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","total dissolved organic solids"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","phycocyanin"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","lake physics"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","Western Virginia Water Authority"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","Carvins Cove Reservoir"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","lakes"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","water quality"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","water temperature"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","dissolved oxygen"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","conductivity"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","specific conductance"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","chlorophyll a"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","chlorophyll"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","pressure"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","water chemistry"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","physical properties"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","fluorescence"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","lake"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","reservoir"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","reservoirs"
edi.1069.1,"Time series of high-frequency sensor data measuring water temperature, dissolved oxygen, pressure, conductivity,          specific conductance, total dissolved solids, chlorophyll a, phycocyanin, and fluorescent dissolved organic matter at discrete depths          in Carvins Cove Reservoir, Virginia, USA in 2021","high-frequency sensors"
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","scaling space and time"
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","filter feeders and plankton particle size"
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","episodic events"
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","regime shift"
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","sea ice"
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","sponges"
edi.107.1,"McMurdo Sound, Antarctica: Cape Armitage, sponge abundance and cover and photo ID information for 1968 and 2010","bivalves"
